"ID","title","details","credit"
"d0411-147V1962","Construction drawing of a perspective frame","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-148V1962","Head of a Woman","ink on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-149V1962","Head of a Woman","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-150V1962","Two Heads of Men","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-151V1962","Head of a Woman","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-155V1962","Perspective frame","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-161V1962","Head of a Woman","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-162V1962","Head of a Woman","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-163V1962","Head of a Man","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-164V1962","Two People","pencil chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-003V1962","Cottage","chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-005V1962","Nude Woman","pencil on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-006V1962","Street View with People Walking","pencil on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-011V1962","Digger Discus Thrower and note","pencil on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-012V1962","Figure","pencil on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-019V1962","Head of a Woman and notes","pencil chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-021V1962","Head of a Man","chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-022V1962","Nude and note","chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-027V1962","Plaster Cast of a Womans Torso","pencil on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-034V1962","Head of a Woman","pencil on paper 102 cm x 94 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-038V1962","Plaster Cast of a Womans Torso","pencil on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-041V1962","Head of a Woman","Pencil pen and ink on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-046V1962","Head of a Woman","pencil chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-047V1962","Part of a Torso and Arm","chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-048V1962","Foot","chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-049V1962","Foot","chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-050V1962","Hand","chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-051V1962","Hand and note","chalk pencil on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-052V1962","Knee","chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-053V1962","Knee","chalk on paper 102 cm x 105 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-054V1962","Foot","chalk on paper 102 cm x 105 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-055V1962","Foot","chalk on paper 102 cm x 106 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-056V1962","Four Feet and note","chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-057V1962","Head of a Woman","chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-058V1962","Two Women on a Quay","chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-059V1962","Cart and Two Rabbits in a Snowy Landscape","chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0412-060V1962","Sower","chalk on paper 102 cm x 136 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-011V1962","Head of a Man with Horns","pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-012V1962","Head of a Man with Sun Visor","pencil on paper 108 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-021V1962","Moulin de BluteFin","pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-023V1962","Windmills at Montmartre","pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-025V1962","Man Drawing","chalk on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-026V1962","Windmill and Two Figures","pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-030V1962","City View","chalk on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-031V1962","Head of a Man with Hat and Pipe","chalk on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-032V1962","Head of a Man","chalk on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-033V1962","Reclining Female Nude and note","pencil chalk on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-037V1962","Standing Female Nude","chalk on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-041V1962","Pelvis of a Skeleton","pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-046V1962","Figure Study","chalk on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-049V1962","Figures in an Interior","pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-050V1962","Seated Female Nude","pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-051V1962","Standing Male Nude","pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-053V1962","Seated Female Nude and notes","chalk pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-057V1962","Windmills at Montmartre","pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-059V1962","Torso of Venus","pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-061V1962","Figures in a Park","pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-068V1962","Palais du Luxembourg Seen from the Garden","pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-071V1962","Head of a Man","chalk on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-072V1962","Head of a Man","chalk on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-074V1962","LEcorche","pencil chalk on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-077V1962","Flowers","pencil on paper 109 cm x 151 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-078V1962","Heads and notes","pencil chalk on wove paper 109 cm x 151 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-080V1962","Couples Out for a Stroll","pencil chalk on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0413-081V1962","Two Skeletons on Horseback and Windmills","pencil on paper 109 cm x 198 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-005V1962","Women Picking Olives","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-006V1962","Ravine","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-007V1962","Head of a Dog","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-008V1962","Landscape with a Tree","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-009V1962","Landscape with a Tree","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-010V1962","Hen","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-011V1962","Men in a Cafe","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-012V1962","Poultry","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-013V1962","Man Digging and note","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-014V1962","Standing Male Figure after Bargue","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-015V1962","Standing Male Figure after Bargue","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-016V1962","Standing Male Figure after Bargue","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-017V1962","Standing Male Figure after Bargue","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-018V1962","Sitting Male Figure after Bargue","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-019V1962","Standing Male Figure after Bargue","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-020V1962","Standing Girl","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-021V1962","Mother and Child","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-022V1962","Town Hall","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-023V1962","Man","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-027V1962","Man Working in the Fields","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-028V1962","Woman Bending","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-029V1962","Horse and Carriage","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-030V1962","Indistinct image","134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-056V1962","Head of a Man","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-057V1962","Daubignys Garden","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-058V1962","Girl and Woman","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-059V1962","Woman","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-060V1962","Indistinct image","134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-062V1962","Woman","chalk pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-063V1962","Cows in the Fields","chalk pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-064V1962","Hind Legs of Horse","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-065V1962","City View with Bridge","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-066V1962","Head of a Man","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-080V1962","Woman","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-081V1962","Head of a Child","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-082V1962","Sunflowers","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-083V1962","Sunflowers","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-084V1962","Irises","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-085V1962","Man Mowing","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-086V1962","Figure and notes","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-088V1962","Woman","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-089V1962","Woman","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-090V1962","The Town Hall","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-091V1962","Figures with Horse","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-096V1962","Fishing Boat","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-097V1962","Peasants wth Two Horses and Plough","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-098V1962","Digger","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-099V1962","Contours of a Figure","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-100V1962","Three Fish","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-101V1962","Woman on a Velocipede","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-102V1962","Woman","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-103V1962","Hand","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-110V1962","Figures in a Landscape","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-112V1962","Man with Bag","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-113V1962","Horse and Carriage with Figure","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-114V1962","Train Carriages","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-115V1962","Contours of a figure","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-118V1962","Figures on a Bridge or Road lower part","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-119V1962","Figures on a Bridge or Road upper part","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-120V1962","Head of a Child","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-122V1962","Woman","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-123V1962","Head of a Woman","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-124V1962","Landscape with the River Oise","chalk on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-125V1962","Forelegs of a Horse","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-126V1962","Les Alyscamps","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-127V1962","Woman","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-128V1962","Two Horses lower part","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-129V1962","Two Horses upper part","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-130V1962","Horse","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-131V1962","Horse","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-132V1962","Woman and Head","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-133V1962","Horse and Carriage","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-134V1962","Horse","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-135V1962","Horse","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-136V1962","Horse","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-137V1962","Mount","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-138V1962","Woman with a Donkey","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-139V1962","Two Women Working in the Fields","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-140V1962","Two Mounts","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0414-141V1962","Figure","pencil on paper 134 cm x 85 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0415V1962","Figures in a Field","pencil pen and reed pen and ink on paper 258 cm x 346 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0416V1962","Landscape with Windmills at Fontvieille","pencil pen and reed pen and ink on paper 258 cm x 347 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0417V1962","Winter Garden","pen and brush and ink on paper 286 cm x 206 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0418V1971r","Sketch of Two Women","chalk pen and brush and ink on paper 237 cm x 302 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0418V1971v","Sketch of a Thatched Roof","chalk on paper 237 cm x 302 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0419V1962","Reaper","chalk on paper 446 cm x 563 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0421V1962","Field with Farmhouses","pencil pen and reed pen and ink on paper 257 cm x 347 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0422V1962","Thistles by the Roadside","pencil pen and reed pen and ink on paper 244 cm x 320 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0424V1962","Head of a Young Man","pencil on paper 346 cm x 215 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0425V1962","Tassel Hyacinth","pencil brush and ink on paper 412 cm x 309 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0426V1962","Houses in the Sun in Les SaintesMariesdelaMer","pencil pen and reed pen brush and ink on paper 305 cm x 472 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0427V1962r","Marguerite Gachet at the Piano","chalk on paper 305 cm x 238 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0427V1962v","Study of a Tree","chalk on paper 305 cm x 238 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0428V1962","Country Road","pencil pen and brush and ink watercolour on paper 246 cm x 344 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0429V1962","Seated Woman","pencil pen and ink on paper 317 cm x 207 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0430V1962","Seated Girl Seen from the Front","chalk on paper 305 cm x 236 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0431V1962","The Yellow House The Street","pencil reed pen and pen and ink watercolour on paper 257 cm x 320 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0432V1962r","SelfPortraits","pencil pen and ink on paper 311 cm x 244 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0432V1962v","Sorrowing Woman","pencil on paper 244 cm x 311 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0433V1962","Interior with Ten Figures","pencil chalk on paper 333 cm x 498 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0434V1962r","The Wall Enclosing the Wheatfield near the Asylum","chalk on paper 238 cm x 319 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0434V1962v","Studies of Diggers","chalk on paper 238 cm x 319 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0435V1962","Man and Woman Seen from the Back","pencil on paper 498 cm x 310 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0436V1962","Farmhouse in a Wheatfield","pencil pen and reed pen and ink on paper 258 cm x 349 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0437V1962","Old Man with a Stick","pencil on paper 504 cm x 302 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0438V1962","Stairs in the Garden of the Asylum","chalk brush and oil paint and ink on cardboard 631 cm x 456 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0439V1962","Trees with Ivy in the Garden of the Asylum","pencil reed pen and pen and ink on paper 623 cm x 471 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0440V1962","Fountain in the Garden of the Asylum","chalk reed pen and pen and ink on paper 498 cm x 463 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0441V1962","Provencal Orchard","pencil pen and reed pen and ink watercolour on paper 395 cm x 536 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0442V1962","View from the Apartment in the Rue Lepic","pencil charcoal pen and ink on paper 395 cm x 539 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0443V1962","The Sower after Millet","pencil pen and brush and ink watercolour on paper 481 cm x 367 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0444V1962","Digger","charcoal chalk watercolour on paper 622 cm x 468 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0445V1962","Wheatfield and Cypresses","pencil reed pen and pen and ink on paper 471 cm x 623 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0752M1979","Seated Zouave","pencil reed pen and ink watercolour on paper 493 cm x 612 cm","Credits obliged to state Van Gogh Museum Amsterdam purchased with support from the Vincent van Gogh Foundation"
"d0758V1962","Sketch of a Seated Woman","pencil on cardboard 472 cm x 400 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0772V1962","Tracing of The Plum Tree Teahouse at Kameido of Hiroshige","pencil pen and ink on paper 383 cm x 262 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0773V1962","Tracing of the Cover of Paris Illustre Le Japon","pencil pen and ink on paper 394 cm x 263 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0775M1982","The Kingfisher","pencil pen and brush and ink paint on paper 402 cm x 542 cm","Credits Van Gogh Museum Amsterdam"
